ceo,company_founded,job_title,cb_link,location,primary_organisation
 Rajiv Mittal ,—,Managing Director & Group CEO,/person/rajiv-mittal," Chennai, Tamil Nadu, India", VA Tech Wabag 
 Kanika Subbiah ,2,Founder & CEO,/person/kanika-subbiah," Chennai, Tamil Nadu, India", WeddingWishlist 
 Ashis Guha ,—,CEO,/person/ashis-guha," Gurgaon, Haryana, India", RAH Infotech 
 Badri Ramesh ,1,CEO,/person/badri-ramesh," Chennai, Tamil Nadu, India", RSoft Technologies 
 Akshay Jhinga ,1,Co-Founder & CEO,/person/akshay-jhinga," Delhi, Delhi, India", Fitnapp 
 Abhilasha Dafria ,1,CEO and Founder,/person/abhilasha-dafria," Mumbai, Maharashtra, India", The Venturator 
 Jagadeesha Kalegowda ,1,Founder and CEO,/person/jagadeesha-kalegowda," Bangalore, Karnataka, India", Lead Routers 
 Bhavin Patel ,1,Founder & CEO,/person/bhavin-patel-6f53," Ahmedabad, Gujarat, India", Hardware Zone 
 Mrinal Kanti Ghosh ,1,CEO,/person/mrinal-kanti-ghosh," Bangalore, Karnataka, India", Monnet Digital India 
 Vidya Shah ,—,CEO,/person/vidya-shah," Mumbai, Maharashtra, India", EdelGive Foundation 
 Vaibhav Mishra ,1,Co-founder and CEO,/person/vaibhav-mishra-603a," Mumbai, Maharashtra, India", MudraCircle 
 Nar Esh ,1,Founder and CEO,/person/nar-esh," Chennai, Tamil Nadu, India", Womenzilla 
 Logesh Kumar ,1,Founder & CEO,/person/logesh-kumar-3645," Bangalore, Karnataka, India", CashPayTech 
 Gyan Tiwari ,1,Founder & CEO,/person/gyan-tiwari," Gurgaon, Haryana, India", Emficient Technologies 
 Chetan jain ,—,City CEO,/person/chetan-jain," Hyderabad, Andhra Pradesh, India", Revv 
 Farhan Firaq ,1,Co-Founder & CEO,/person/farhan-firaq," Mumbai, Maharashtra, India", Microchip Payments 
 Ravindra L Kulkarni ,1,Founder & CEO,/person/ravindra-l-kulkarni," Pune, Maharashtra, India", Just for Hearts 
 Parakh Goel ,1,CEO,/person/parakh-goel," Delhi, Delhi, India", Infoxen 
 Badrinath Mutkule ,1,Founder and CEO,/person/badrinath-mutkule," Bangalore, Karnataka, India", Salesmask Techsystems Private Limited 
 Abdulla Jazeem ,1,CEO,/person/abdulla-jazeem," Bangalore, Karnataka, India", 4money 
 Rajan Lal Srivastav ,1,Founder and CEO,/person/rajan-lal-srivastav," Gurgaon, Haryana, India", GOLDCASH LIMITED 
 Kushal Aralihalli ,1,CEO & Founder,/person/kushal-aralihalli," Bangalore, Karnataka, India", TheCollegeFever 
 Girish Prabhu ,1,CEO & Co-founder,/person/girish-prabhu," Kochi, Kerala, India", Instio 
 Charles Sasi Paul ,1,CEO and Founder,/person/charles-sasi-paul-7b2d," Hyderabad, Andhra Pradesh, India", VoltusWave 
 Subod Kumar ,1,Founder & CEO,/person/subod-kumar," Noida, Uttar Pradesh, India", PaymentVista.com 
 Naresh Agarwal ,1,Founder and CEO,/person/naresh-agarwal-32dc," Kolkata, West Bengal, India", Sleek Infosolutions Pvt Ltd 
 Vijay Basani ,1,Founder & CEO,/person/vijay-basani-0b25," Hyderabad, Andhra Pradesh, India", AspireBuzz 
 Ramasubramaniya Raja ,1,Founder & CEO,/person/ramasubramaniya-raja," Bangalore, Karnataka, India", EYWAMEDIA 
 Teevra Bose ,—,CEO,/person/teevra-bose," Noida, Uttar Pradesh, India", Athenta Technologies 
 Chandra Sekhar Pogula ,1,"Founder,CEO & Director",/person/chandra-sekhar-pogula," Hyderabad, Andhra Pradesh, India", NETTLINX LIMITED 
 Harshal Jadhav ,—,Managing Director & CEO,/person/harshal-jadhav," Pune, Maharashtra, India", Rack InfoTech Pvt Ltd 
 Divya Kesarwani ,—,CEO,/person/divya-kesarwani," Mumbai, Maharashtra, India", Property Megamart Realty 
 Piyush Jaju ,1,Co-Founder & CEO,/person/piyush-jaju," Kolkata, West Bengal, India", ONergy Solar 
 Prashanth Shetty ,—,MD & CEO,/person/prashanth-shetty," Bangalore, Karnataka, India", eReleGo Digi Media Pvt Ltd 
 Anand Agarwal ,—,CEO,/person/anand-agarwal-4," Pune, Maharashtra, India", Sterlite Technologies 
 Nayan Ratandhyara ,2,Founder and CEO,/person/nayan-ratandhyara," Mumbai, Maharashtra, India", Shipyaari 
 jitendra pawar ,2,CEO & DIRECTOR,/person/jitendra-pawar," Gurgaon, Haryana, India", Hiight 
 Aditya R ,—,"CEO at ANT Lab, India",/person/hari-ahir," Mumbai, Maharashtra, India", Advanced NanoTech Lab (A.N.T Lab) 
 Vivek C ,1,Founder & CEO,/person/vivek-c," Bangalore, Karnataka, India", HOMER Technologies pvt ltd 
 Dheerin Motwani ,1,Founder and CEO,/person/dheerin-motwani," Mumbai, Maharashtra, India", Ease My Stay 
 Anurag Chhaparia ,1,"Co Founder, CEO",/person/anurag-chhaparia," Pune, Maharashtra, India", Gympp.com 
 Raj Patwardhan ,1,CEO and Founder,/person/raj-patwardhan," Mumbai, Maharashtra, India", Cygnus 
 Ruturaj Desai ,2,Founder and CEO,/person/ruturaj-desai," Ahmedabad, Gujarat, India", GameYan 
 Gaurav Malik ,1,Founder & CEO,/person/gaurav-malik-2," Delhi, Delhi, India", TC5 CLOTHING CO. 
 Nikunj Thakkar ,1,Co-founder & CEO,/person/nikunj-thakkar-5f9e," Ahmedabad, Gujarat, India", DataOne Innovation Labs 
 Yash Singh ,1,"Co-Founder, CEO",/person/yash-singh," Bangalore, Karnataka, India", SimplyMoveIn 
 Himanshu Nautiyal ,—,CEO,/person/himanshu-nautiyal," Bangalore, Karnataka, India", Gludo 
 Rahul Aggarwal ,2,Co-Founder / CEO,/person/rahul-aggarwal-8," Noida, Uttar Pradesh, India", i2k2 Networks 
 Vikas Chouhan ,—,CEO,/person/vikas-chouhan," Bangalore, Karnataka, India", Zynom Technologies Pvt. Ltd. 
 Shivadhar Soma ,1,Founder and CEO,/person/shivadhar-soma," Hyderabad, Andhra Pradesh, India", Plan My Day 
 Suhani Mohan ,1,Co-Founder & CEO,/person/suhani-mohan," Mumbai, Maharashtra, India", Saral Designs 
 Kamlesh Ravlani ,1,Founder and CEO,/person/kamlesh-ravlani," Pune, Maharashtra, India", Agile For Growth 
 Rohit Bagad ,1,Founder & CEO,/person/rohit-bagad," Pune, Maharashtra, India", Inuxu Digital Media Technologies 
 Vineet Singh Kashyap ,—,CEO,/person/vineet-singh-kashyap," Mumbai, Maharashtra, India", Corpusvision 
 Raajiv Singhal ,—,CEO,/person/raajiv-singhal," Gurgaon, Haryana, India", CARE Hospitals Group 
 M N Rao ,—,CEO,/person/m-n-rao," Hyderabad, Andhra Pradesh, India", MediSys EduTech 
 Divyakant Gupta ,1,Co Founder and CEO,/person/divyakant-gupta," Noida, Uttar Pradesh, India", IDCUBE 
 Prashant Deorah ,—,Managing Director & CEO,/person/prashant-deorah," Mumbai, Maharashtra, India", Puretech Internet 
 Dinker Charak ,1,"Founder, CEO",/person/dinker-charak," Bangalore, Karnataka, India", Gungroo 
 Kinjal Soni ,—,CEO,/person/kinjal-soni-fa0e," Ahmedabad, Gujarat, India", Sinclair Digitech 
 Karan Vaghasiya ,1,Founder & CEO,/person/karan-vaghasiya," Ahmedabad, Gujarat, India", CyberInject 
 Susanta Mukhopadhyay ,—,CEO,/person/susanta-mukhopadhyay," Bangalore, Karnataka, India", Prolific HR consultant India Ltd 
 Rishab Jain ,3,CEO/Founder,/person/rishab-jain," Mumbai, Maharashtra, India", Skrite Labs 
 sadiiq salad ,1,CEO and founder,/person/sadiiq-salad," Hyderabad, Andhra Pradesh, India", telechat 
 Himanshu Patel ,1,CEO of NectarBits,/person/himanshu-patel-3," Ahmedabad, Gujarat, India", NectarBits 
 Akshat Gupta ,1,Founder & CEO,/person/akshat-gupta-09ae," Gurgaon, Haryana, India", Futurehead Technologies 
 Omkar Nath Nandi ,—,CEO,/person/omkar-nath-nandi," Kolkata, West Bengal, India", Extensive Ideas 
 Naveen Aswath ,1,"Founder, CEO and President",/person/naveen-aswath," Bangalore, Karnataka, India", iSOKE Technologies and Services Pvt Ltd 
 Arunraj Rajendran ,1,CEO and Co-founder,/person/arunraj-rajendran," Bangalore, Karnataka, India", FillipTech Solutions Pvt Ltd 
 Sudarshanan K R ,1,Founder and CEO,/person/sudarshanan-k-r," Chennai, Tamil Nadu, India", IQBrain Technologies 
 Hemant Kumar ,1,Co-founder and CEO,/person/hemant-kumar-3," Gurgaon, Haryana, India", Sinew Software Systems 
 Pradip Dhokrat ,1,CEO,/person/pradip-dhokrat," Pune, Maharashtra, India", kasturidiamond.com 
 Devashish Fuloria ,—,CEO,/person/devashish-fuloria," Bangalore, Karnataka, India", GeoIQ.io 
 Sachin Chaudhary ,—,CEO,/person/sachin-chaudhary," Gurgaon, Haryana, India", Hashtagit 
 Suresh Kuppuswamy ,—,Deputy CEO,/person/suresh-kuppuswamy-0caa," Chennai, Tamil Nadu, India", Adrenalin eSystems 
 Shailendra Upadhyay ,—,CEO,/person/shailendra-upadhyay," Noida, Uttar Pradesh, India", Veggie India 
 Mannu Shukla ,—,CEO,/person/mannu-shukla," Delhi, Delhi, India", Ojya Natural 
 Mithun Chandra ,1,Founder & CEO,/person/mithun-chandra-2," Bangalore, Karnataka, India", Duffl - Relove Fashion 
 Ashok Agarwal ,1,"Director, CEO & Co-founder",/person/ashok-agarwal-3," Mumbai, Maharashtra, India", Essel Highways 
 Raja Varatharaju ,1,"Founder, Managing Director and CEO",/person/raja-varatharaju," Chennai, Tamil Nadu, India", Syona 
 J Mazumdar Mazumdar ,1,CEO & founder,/person/dr-j-mazumdar-physiotherapist," Bangalore, Karnataka, India", Pro physiotherapy clinic bannerghatta road 
 Praveen Kashyap ,—,CEO,/person/praveen-kashyap," Delhi, Delhi, India", Hackers News Bulletin 
 Tamilarasan Senthil ,1,Founder & CEO,/person/tamilarasan-senthil," Chennai, Tamil Nadu, India", Welcare 
 Devibala Subramanian ,1,Director and CEO,/person/devibala-subramanian," Chennai, Tamil Nadu, India", Finix info solution private limited 
 Pradyuman Maheshwari ,—,Editor-in-Chief & CEO,/person/pradyuman-maheshwari," Mumbai, Maharashtra, India", MxM India 
 Paras Satija ,1,Founder & CEO,/person/paras-satija," Delhi, Delhi, India", DialAHome.in 
 Santosh Ostwal ,—,CEO,/person/santosh-ostwal," Pune, Maharashtra, India"," Nano Ganesh, Ossian Agro Automation "
 Prashant Kansal ,1,"Founder, MD & CEO",/person/prashant-kansal," Delhi, Delhi, India", Indus B2C Global 
 Ajay Sarate ,1,Founder & CEO,/person/ajay-sarate," Mumbai, Maharashtra, India", CapAnalec 
 Pankaj Nagpal ,1,Co-Founder and CEO,/person/pankaj-nagpal-2," Noida, Uttar Pradesh, India", JustProp.com 
 Deepinder Mohan ,—,CEO,/person/deepinder-mohan," Ahmedabad, Gujarat, India", Environmental Planning Group 
 Ravimohan Mishra ,1,CEO,/person/ravimohan-mishra," Indore, Madhya Pradesh, India", Developer Bazaar Technologies 
 Abhishek Shankar ,3,CEO & Founder,/person/abhishek-shankar-2," Delhi, Delhi, India", Adstuck Consulting 
 Divakar Shukla ,1,Founder & CEO,/person/divakar-shukla," Delhi, Delhi, India", ThePadosi 
 Arvind Nedumaran ,2,Co-Founder and CEO,/person/arvind-nedumaran," Chennai, Tamil Nadu, India", Mailage 
 Ankit Kanoria ,1,Founder & CEO,/person/ankit-kanoria," Kolkata, West Bengal, India", Investak 
 Anant Kataria ,1,"CEO, Director",/person/anant-kataria," Gurgaon, Haryana, India", Sagacious Research 
 Kishorekumar Neelamegam ,1,Founder & CEO,/person/kishorekumar-neelamegam," Chennai, Tamil Nadu, India", Megam Systems 
 Rachna Khanna ,1,Founder and CEO,/person/rachna-khanna," Gurgaon, Haryana, India", Pinwi 
 Ramesh Gupta ,1,Founder & CEO,/person/ramesh-gupta-3," Gurgaon, Haryana, India", LoudCell Technologies 
 Rabindra Jaiswal ,1,Founder & CEO of GoodsRelocate,/person/rabindra-jaiswal," Delhi, Delhi, India", GoodsRelocate 
 Rakesh Gupta ,—,CEO,/person/rakesh-gupta-5," Gurgaon, Haryana, India", Mod Serap Industries (Group) 
 Ashutosh Upadhyay ,1,Founder & CEO,/person/ashutosh-upadhyay," Mumbai, Maharashtra, India", Purplehed 
 Satyanarayan Verma ,1,CEO and Founder,/person/satyanarayan-verma," Indore, Madhya Pradesh, India", Matic Technologies 
 Pravin Madalia Parmar ,2,Founder @ CEO,/person/pravin-madalia-parmar," Ahmedabad, Gujarat, India", ManagerHR 
 Kaushik Rajagopal ,—,CEO,/person/kaushik-rajagopal," Mumbai, Maharashtra, India", Krisol Infosoft 
 Apoorv Raghuvanshi ,2,Founder & CEO,/person/apoorv-raghuvanshi," Gurgaon, Haryana, India", Furor Technologies Pvt. Ltd. 
 Abithab Bhaskar ,—,CEO - International Markets,/person/abithab-bhaskar," Mumbai, Maharashtra, India", Netcore Solutions 
 V Subramaniam Iyer ,—,CEO,/person/i-v-subramaniam," Mumbai, Maharashtra, India", Quantum Advisors 
 Pravin Shah ,1,Founder & CEO,/person/pravin-shah," Mumbai, Maharashtra, India", Clapsnslaps 
 Varun Kewalramani ,1,Founder & CEO,/person/varun-kewalramani," Mumbai, Maharashtra, India", DigiDesk Media 
 Sumit Pandey ,1,Founder & CEO,/person/sumit-pandey," Chennai, Tamil Nadu, India", Spark Technology 
 Jayavignesh Reddy ,1,CEO & Founder,/person/jayavignesh-reddy," Chennai, Tamil Nadu, India", SPARSHA Inc. 
 Kaladhar Gorantala ,—,CEO,/person/kaladhar-gorantala," Hyderabad, Andhra Pradesh, India", Assisted Reproductive Technology Information System 
 Mahil Jasani ,2,"CEO,Co-Founder CMS Expert",/person/mahil-jasani," Ahmedabad, Gujarat, India", Excellent Web World 
 Vinay Rai ,1,CEO,/person/vinay-rai," Kolkata, West Bengal, India", Cosmowhiz Technologies Pvt Ltd 
 Sumesh Menon ,1,Founder & CEO,/person/sumesh-menon-2," Kochi, Kerala, India", RetailbeanLite 
 Ravi Teja Avasarala ,1,CEO & Co-Founder,/person/ravi-teja-avasarala," Hyderabad, Andhra Pradesh, India", Ayasta Technologies 
 Indrashish Chatterjee ,—,CEO,/person/indrashish-chatterjee," Kolkata, West Bengal, India", Need-Websites 
 Ashish Katkamwar ,1,CEO & Founder,/person/ashish-katkamwar," Mumbai, Maharashtra, India", Uniserved 
 Jenit Ramaiya ,—,CEO,/person/jenit-ramaiya," Pune, Maharashtra, India", Ambit Software 
 Nitin Pokharna ,1,Founder/CEO,/person/nitin-pokharna," Pune, Maharashtra, India", Adkarlo Media Pvt. Ltd. 
 Suresh Tarigopula ,—,CEO,/person/suresh-tarigopula," Hyderabad, Andhra Pradesh, India", Suvarna Technosoft 
 Sastradhar Reddy ,1,CEO and Founder,/person/sastradhar-reddy," Bangalore, Karnataka, India", MedPac Systems 
 Adhil Munna ,1,CEO,/person/adhil-munna," Kochi, Kerala, India", Cloodot 
 Awijeet Kumar ,—,CEO,/person/awijeet-kumar," Noida, Uttar Pradesh, India", HEX64 InfoSolutions Pvt. Ltd. 
 Harsh Jhunjhunwala ,1,CEO,/person/harsh-jhunjhunwala," Mumbai, Maharashtra, India", ZiveBox 
 Monik Makadiya ,1,CEO & Founder,/person/monik-makadiya," Ahmedabad, Gujarat, India", Twitchtime 
 Yogesh Deveshwar ,—,CEO,/person/yogesh-deveshwar," Kolkata, West Bengal, India", ITC 
 Phoolendra Gangwar ,1,Co-Founder and CEO,/person/phoolendra-gangwar," Noida, Uttar Pradesh, India", JustProp.com 
 Tamal Bagchi ,2,Founder & CEO,/person/tamal-bagchi," Kolkata, West Bengal, India", ArtOfColors 
 Justin Javith ,1,Co-Founder & CEO,/person/justin-javith," Chennai, Tamil Nadu, India", LeadMine 
 Anand Mahajan ,1,CEO,/person/anand-mahajan," Pune, Maharashtra, India", Sphinx Solutions 
 Devesh Rajadhyax ,1,CEO,/person/devesh-rajadhyax," Mumbai, Maharashtra, India", Cere Labs 
 Yogesh C. Bhaskar ,—,CEO,/person/yogesh-c-bhaskar," Chennai, Tamil Nadu, India", Efficienza Tech Solutions LLP 
 Kuldeep Kaur CEO ,1,CEO,/person/kuldeep-kaur-ceo," Delhi, Delhi, India", Ravi 
 Ronak Patel ,1,CEO & Founder,/person/ronak-patel-2," Ahmedabad, Gujarat, India", Aglowid It Solutions 
 Gaurav Kumar ,1,founder/CEO,/person/gaurav-kumar-4," Chandigarh, Chandigarh, India", eAskme 
 Avi Gopinath ,1,Founder & CEO,/person/avi-gopinath," Hyderabad, Andhra Pradesh, India", RecruitFox 
 Shailesh Chaturvedi ,—,CEO,/person/shailesh-chaturvedi," Bangalore, Karnataka, India", Arvind Fashions 
 Ankur Kumar ,2,Co-Founder & CEO,/person/ankur-kumar-1e22," Bangalore, Karnataka, India", Getmeroof.com 
 Mahendra Sharma ,2,CEO,/person/mahendra-sharma," Ahmedabad, Gujarat, India", Matrubharti 
 Siddhesh Narvekar ,1,CEO & Founder,/person/siddhesh-narvekar," Mumbai, Maharashtra, India", Tapmyads 
 KRIPA SHANKER DUBEY ,1,Founder & CEO,/person/kripa-shanker-dubey," Pune, Maharashtra, India", Free Discount Coupons in India 
 Apurva Kirtikar ,—,CEO at BrandStroller eCommerce Private Limited,/person/apurva-kirtikar," Mumbai, Maharashtra, India", BrandStroller eCommerce Private Limited 
 Rakesh Mungamuru ,1,CEO,/person/rakesh-mungamuru," Bangalore, Karnataka, India", C2D-Concept2Designs 
 Shrikrishna Hegde ,1,CEO & Founder,/person/shrikrishna-hegde," Bangalore, Karnataka, India", ConnectFarmer 
 Devang Sanghvi ,1,CEO,/person/devang-sanghvi," Mumbai, Maharashtra, India", Book My Ticket 
 Kumari Pallavi ,1,Founder and CEO,/person/abhishek-kumar-8," Kolkata, West Bengal, India", IWissh 
 Nalin Agarwal ,2,CEO & Founder,/person/nalin-agarwal," Delhi, Delhi, India", Clumpling 
 Tarun Abhichandani ,1,"Founder, CEO",/person/tarun-abhichandani," Mumbai, Maharashtra, India", Collective Mind of N Lab Private Limited 
 Anant Gupta ,1,Founder Chairman & CEO,/person/anant-gupta-2," Noida, Uttar Pradesh, India", TechCelX 
 Anil Jadwani ,—,CEO,/person/anil-jadwani," Mumbai, Maharashtra, India", LMSKIT 
 Dr. Nishchal Gowda ,1,Founder & CEO,/person/dr-nishchal-gowda," Bangalore, Karnataka, India", Adwog.com 
 Ashutosh Srivastava ,1,Founder & CEO,/person/ashutosh-srivastava-969c," Delhi, Delhi, India", We-Convert 
 Yashovardhan Gupta ,—,Director & Ceo,/person/yashovardhan-gupta," Kolkata, West Bengal, India", Cross 
 Yogesh Kannan ,1,Co-Founder & CEO,/person/yogesh-anna," Chennai, Tamil Nadu, India", Shoolin Resort 
 Ruben Kannan ,1,CEO & Founder,/person/ruban-kannan," Chennai, Tamil Nadu, India", AorBorC Technologies 
 Ajay Kumar Kumawat ,1,Co-founder cum CEO,/person/ajay-kumar-kumawat," Indore, Madhya Pradesh, India", Sastabahda 
 Sripal Reddy ,2,Founder & CEO,/person/sripal-reddy," Hyderabad, Andhra Pradesh, India", GIRIK 
 Pradeep Raj ,1,CEO,/person/pradeep-raj," Hyderabad, Andhra Pradesh, India", Kisangates Agro Informatics 
 Shally Raina ,—,CEO,/person/shally-raina," Noida, Uttar Pradesh, India", ZibraSoft 
 Venkatesh Devanur ,—,CEO,/person/venkatesh-devanur," Hyderabad, Andhra Pradesh, India", Agri Life 
 Yogesh Sharma ,1,CEO / Co-Founder,/person/yogesh-sharma-5," Gurgaon, Haryana, India", LabForSure 
 Animesh Kumar ,1,"Co-founder, CEO",/person/animesh-kumar," Bangalore, Karnataka, India", Searchtrack 
 Ranjoy Dey ,1,Co-Founder & CEO,/person/ranjoy-dey," Gurgaon, Haryana, India", Volunteer4India 
 Vivek Kashyap ,1,CEO,/person/vivek-kashyap-b6c2," Delhi, Delhi, India", Monkpedia 
 Sabarinath C Nair ,1,Co-founder & CEO,/person/sabarinath-c-nair," Chennai, Tamil Nadu, India", Skillveri 
 Jyotheesh Kumar ,1,Co-Founder & CEO,/person/jyotheesh-kumar," Mumbai, Maharashtra, India", VALUESHIPR (M/s. DECKER LOGISTICS PVT LTD) 
 Vishal Halbe ,—,CEO,/person/vishal-halbe," Mumbai, Maharashtra, India", RazonIT 
 Rahul Bojalwar ,1,Founder and CEO,/person/rahul-bojalwar," Pune, Maharashtra, India", Medipta Solutions Pvt Ltd 
 Vishal Gupta ,1,Founder and CEO,/person/vishal-gupta-5687," Bangalore, Karnataka, India", Teknospire 
 Arjun Ahlawat ,1,Co-Founder & CEO,/person/arjun-ahlawat," Gurgaon, Haryana, India", CoSphere (Stone & Chalk Softech Private Limited) 
 Subhash Lode ,1,Founder & CEO,/person/subhash-lode," Hyderabad, Andhra Pradesh, India", Agrowbook.com 
 Jason Menezes ,1,Co-founder & CEO,/person/jason-menezes," Mumbai, Maharashtra, India", Indiependent Media LLP 
 Hari Nair ,1,Founder & CEO,/person/hari-nair-2," Bangalore, Karnataka, India", HolidayIQ 
 Rizuta Gour ,1,Founder & CEO,/person/rizuta-gour," Indore, Madhya Pradesh, India", Salesmask Techsystems Private Limited 
 K R Natarajan ,1,CEO,/person/k-r-natarajan," Chennai, Tamil Nadu, India", InteGREATZ 
 Mohan Chandrasekaran ,1,Founder and CEO,/person/mohan-chandrasekaran," Mumbai, Maharashtra, India", AdStringO 
 Ali Raza ,1,CEO & Founder,/person/ali-raza-87e1," Mumbai, Maharashtra, India", Equitec 
 Sandeep Mishra ,—,CEO,/person/sandeep-mishra," Bangalore, Karnataka, India", TradeLab 
 Nishanth Kottapalli ,1,CEO & Founder,/person/nishanth-kottapalli," Mumbai, Maharashtra, India", The Zero Games 
 Chandrashekhar BC ,1,CEO & Co-founder,/person/chandrashekhar-bc," Bangalore, Karnataka, India", Bionworks 
 Rahul Munde ,1,Founder & CEO,/person/rahul-munde," Pune, Maharashtra, India", Mavericks Web Services (India) Pvt. Ltd. 
 Atul Kumar Goel ,1,Founder & CEO,/person/atul-kumar-goel," Gurgaon, Haryana, India", Medicushub.Com 
 Sachin Gupta ,1,CEO & Co-founder,/person/sachin-gupta-4a02," Gurgaon, Haryana, India", 99home 
 Saurabh Bhatnagar ,1,Co-founder & CEO,/person/saurabh-bhatnagar," Gurgaon, Haryana, India", IntellectAds 
 Ashish Dhawad ,1,Founder & CEO,/person/ashish-dhawad," Pune, Maharashtra, India", Medsynaptic 
 Rajeev Mehtani ,1,CEO and Co-Founder,/person/rajeev-mehtani," Bangalore, Karnataka, India", Yatis Telematics 
 Prashanth Meka ,1,Founder & CEO,/person/prashanth-meka," Hyderabad, Andhra Pradesh, India", Akshar Speech 
 Vineet Jawa ,—,CEO,/person/vineet-jawa-2," Bangalore, Karnataka, India", Ace Health Innovations 
 Pratik Solanki ,1,CEO,/person/pratik-solanki," Indore, Madhya Pradesh, India", Nobre Clothing Corporation 
 Mohd Imran ,1,Founder & CEO,/person/mohd-imran," Delhi, Delhi, India", BIZBoost 
 Swapnil Gawade ,1,Cofounder & CEO,/person/swapnil-gawade," Pune, Maharashtra, India", StartEZ 
 Rupesh Patil ,1,"Founder and CEO, Friendfiz",/person/rupesh-patil," Indore, Madhya Pradesh, India", Friendfiz 
 Jeetendra Keshav Kulkarni ,1,Founder & CEO,/person/jeetendra-keshav-kulkarni," Hyderabad, Andhra Pradesh, India", Validus Healthcare 
 Pallavi Mohadikar ,1,Founder and CEO,/person/pallavi-mohadikar," Bangalore, Karnataka, India", Indofash 
 Yadwinder Singh ,1,Founder & CEO,/person/yadwinder-singh," Chandigarh, Chandigarh, India", BookingSquad 
 Naveen Sadarangani ,1,CEO & CO-FOUNDER,/person/naveen-sadarangani," Mumbai, Maharashtra, India", Newgen Internet Networks 
 Ramachandran Kamalanathan ,1,Co-Founder & CEO,/person/ramachandran-kamalanathan," Chennai, Tamil Nadu, India", Vcidex Solutions Pvt Ltd 
 Parth Maisheri ,—,CEO,/person/parth-maisheri," Mumbai, Maharashtra, India", ThumbPay 
 Amir Shaikh ,2,Founder & CEO,/person/amir-w-shaikh," Mumbai, Maharashtra, India", Zeiore 
 Siddharth Deshmukh ,1,CEO & Founder,/person/siddharth-deshmukh," Pune, Maharashtra, India", ShimBi Labs 
 Ajay Singh ,—,CEO,/person/ajay-singh-12," Gurgaon, Haryana, India", SpiceStyle 
 Mayur Dabhade ,1,Co-founder & CEO,/person/mayur-dabhade," Mumbai, Maharashtra, India", 360Track 
 Animesh Singh ,1,CEO & Co-Founder,/person/animesh-singh," Noida, Uttar Pradesh, India", WeNomads 
 Rajesh Sah ,1,CEO & Founder,/person/priyanka-verma-2," Chandigarh, Chandigarh, India", Dailyonlineoffer.com 
 Shubhada Varadkar ,1,Founder & CEO,/person/shubhada-varadkar," Mumbai, Maharashtra, India", Sanskrita Foundation 
 Himanshu Chudasama ,1,"Founder, CEO",/person/himanshu-chudasama," Ahmedabad, Gujarat, India", Veloz TechForm LLP 
 Ravi Bhimavarapu ,1,CEO,/person/ravi-bhimavarapu," Hyderabad, Andhra Pradesh, India", BeautifulCode 
 Gargi Pradhan ,1,Founder & CEO,/person/gargi-pradhan," Hyderabad, Andhra Pradesh, India", Healthgare 
 Riken Shah ,1,Founder & CEO- HuLocal,/person/riken-shah," Mumbai, Maharashtra, India", HuLocal 
 Ved Muthal ,1,"Founder, CEO",/person/ved-muthal," Pune, Maharashtra, India", Travellanders 
 Abhas Deodhiya ,1,CEO & Co-founder,/person/abhas-deodhiya," Bangalore, Karnataka, India", JobShikaar 
 Murugan Durai ,1,Founder/CEO/CTO,/person/murugan-durai," Chennai, Tamil Nadu, India", Zhopout 
 Jayesh Shah ,—,CEO and Managing Director,/person/jayesh-shah-2," Mumbai, Maharashtra, India", Prism 
 Parthiv Patel ,1,Founder & CEO,/person/parthiv-patel-2," Ahmedabad, Gujarat, India", Tech Receptives 
 Venkadesan Velu ,1,Founder & CEO,/person/venkadesan-velu," Chennai, Tamil Nadu, India", LogFuze 
 Pratik Vaidya ,1,Co-founder and CEO,/person/pratik-vaidya," Mumbai, Maharashtra, India", Staptalk Technologies Pvt Ltd 
 Milind Deore ,1,Co-Founder and CEO,/person/milind-deore," Pune, Maharashtra, India", Helium Ink 
 Upendra Dama ,1,CEO,/person/upendra-dama," Hyderabad, Andhra Pradesh, India", Vletuknow 
 Ganapathy Shankar ,—,CEO,/person/ganapathy-shankar," Chennai, Tamil Nadu, India", Galacrity Internet Technologies 
 Avinash Pawar ,1,Founder & CEO,/person/avinash-pawar," Mumbai, Maharashtra, India", Ingenious Folks 
 Dharminder Nagar ,1,Managing Director & CEO,/person/dharminder-nagar," Gurgaon, Haryana, India", Paras Healthcare 
 Arvind Shanmugasundaram ,2,CEO,/person/arvind-shanmugasundaram," Chennai, Tamil Nadu, India", Arbaan GT - Countasign 
 Ajay Ker ,1,CEO and Founder,/person/ajay-ker," Ahmedabad, Gujarat, India", Appstar Solution 
 Vig Kannan ,1,"Founder, CEO",/person/vig-kannan," Chennai, Tamil Nadu, India", inTRANSIT 
 Aniruddh Jain ,1,CEO & Founder,/person/aniruddh-jain," Delhi, Delhi, India", Salespatron Technologies 
 Sundhar Murali ,1,CEO and Co-Founder,/person/sundhar-murali," Chennai, Tamil Nadu, India", hashsearch.work 
 Sundeep Sikka ,—,Executive Director & CEO,/person/sundeep-sikka," Mumbai, Maharashtra, India", Reliance Capital 
 Pravin Lal ,2,Co-Founder and CEO,/person/pravin-lal," Delhi, Delhi, India", Capital Quant 
 Avi Surana ,1,MD & CEO,/person/avi-surana," Kolkata, West Bengal, India", Avise Analytics Pvt Ltd 
